id,etag,title,authors,publishedDate,description,pageCount,printType,maturityRating,imageLinks,language,previewLink,textSnippet,ISBN_10,ISBN_13
pD6arNyKyi8C,JYGH324P/No,The Hobbit,J.R.R. Tolkien,2012-02-15,"J.R.R. Tolkien's classic prelude to his Lord of the Rings trilogy... Bilbo Baggins is a hobbit who enjoys a comfortable, unambitious life, rarely traveling any farther than his pantry or cellar. But his contentment is disturbed when the wizard Gandalf and a company of dwarves arrive on his doorstep one day to whisk him away on an adventure. They have launched a plot to raid the treasure hoard guarded by Smaug the Magnificent, a large and very dangerous dragon. Bilbo reluctantly joins their quest, unaware that on his journey to the Lonely Mountain he will encounter both a magic ring and a frightening creature known as Gollum. Written for J.R.R. Tolkien's own children, The Hobbit has sold many millions of copies worldwide and established itself as a modern classic.",331.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=pD6arNyKyi8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=pD6arNyKyi8C&dq=the+hobbit&hl=&cd=2&source=gbs_api,"Written for J.R.R. Tolkien&#39;s own children, The Hobbit has sold many millions of copies worldwide and established itself as a modern classic.",0547951973,9780547951973
32gyzwEACAAJ,Kk9aCi3LGOs,The Hobbit,J.R.R. Tolkien,1986-07-12,"The stirring adventure that begins The Lord of the Rings, the greatest fantasy epic of all time When Thorin Oakenshield and his band of dwarves embark upon a dangerous quest to reclaim the hoard of gold stolen from them by the evil dragon Smaug, Gandalf the wizard suggests an unlikely accomplice: Bilbo Baggins, an unassuming Hobbit dwelling in peaceful Hobbiton. Along the way, the company faces trolls, goblins, giant spiders, and worse. But as they journey from the wonders of Rivendell to the terrors of Mirkwood and beyond, Bilbo will find that there is more to him than anyone—himself included—ever dreamed. Unexpected qualities of courage and cunning, and a love of adventure, propel Bilbo toward his great destiny . . . a destiny that waits in the dark caverns beneath the Misty Mountains, where a twisted creature known as Gollum jealously guards a precious magic ring.",0.0,BOOK,NOT_MATURE,,en,http://books.google.co.in/books?id=32gyzwEACAAJ&dq=the+hobbit&hl=&cd=3&source=gbs_api,"The adventures of the well-to-do hobbit, Bilbo Baggins, who lived happily in his comfortable home until a wandering wizard granted his wish.",0345339681,9780345339683
akaTEAAAQBAJ,6nDYRE7P0S4,The Hobbit (Movie Tie-in Edition),J.R.R. Tolkien,2012-09-18,"The enchanting prequel to The Lord of the Rings, The Hobbit is the classic fantasy that inspired Peter Jackson’s major motion picture trilogy When Thorin Oakenshield and his band of dwarves embark upon a dangerous quest to reclaim the hoard of gold stolen from them by the evil dragon Smaug, Gandalf the wizard suggests an unlikely accomplice: Bilbo Baggins, an unassuming Hobbit dwelling in peaceful Hobbiton. Along the way, the company faces trolls, goblins, giant spiders, and worse. But as they journey from the wonders of Rivendell to the terrors of Mirkwood and beyond, Bilbo will find that there is more to him than anyone—himself included—ever dreamed. Unexpected qualities of courage and cunning, and a love of adventure, propel Bilbo toward his great destiny . . . a destiny that waits in the dark caverns beneath the Misty Mountains, where a twisted creature known as Gollum jealously guards a precious magic ring. © New Line Productions, Inc. All rights reserved. THE HOBBIT: AN UNEXPECTED JOURNEY and the names of the characters, items, events and places therein are trademarks of The Saul Zaentz Company d/b/a Middle-earth Enterprises under license to New Line Productions, Inc.",0.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=akaTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=akaTEAAAQBAJ&dq=the+hobbit&hl=&cd=4&source=gbs_api,"The enchanting prequel to The Lord of the Rings, The Hobbit is the classic fantasy that inspired Peter Jackson’s major motion picture trilogy When Thorin Oakenshield and his band of dwarves embark upon a dangerous quest to reclaim the ...",0345534832,9780345534835
rIqOaeTx074C,2QJF9qHeuCU,The Hobbit (Enhanced Edition),J. R. R. Tolkien,2011-11-18,"Exclusive to this Enhanced version of the eBook are recently discovered audio recordings by J.R.R. Tolkien, and new high-resolution colour images of all of Tolkien’s illustrations for the book, many of which are also included in their earlier black-and-white versions and can be revealed by a simple swipe of the screen.",302.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=rIqOaeTx074C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=rIqOaeTx074C&printsec=frontcover&dq=the+hobbit&hl=&cd=5&source=gbs_api,"Exclusive to this Enhanced version of the eBook are recently discovered audio recordings by J.R.R. Tolkien, and new high-resolution colour images of all of Tolkien’s illustrations for the book, many of which are also included in their ...",0007425384,9780007425389
e5srNGZN70wC,Tn0oK+Mumi4,The Hobbit: An Unexpected Journey Official Movie Guide,Brian Sibley,2012-11-06,"Enter Bilbo Baggins’ world through exclusive interviews with director Peter Jackson, Martin Freeman, Ian McKellen and all the principal cast and filmmakers, who share film-making secrets and tales of what it was actually like making movie magic in Middle-earth. Lavishly illustrated with hundreds of behind-the-scenes photos of the actors, locations, sets, creatures and costumes, The Hobbit: An Unexpected Journey Official Movie Guide has been produced in collaboration with the filmmakers who have brought J.R.R. Tolkien’s classic novel into breathtaking three-dimensional life.",283.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=e5srNGZN70wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=e5srNGZN70wC&printsec=frontcover&dq=the+hobbit&hl=&cd=6&source=gbs_api,"Lavishly illustrated with hundreds of behind-the-scenes photos of the actors, locations, sets, creatures and costumes, The Hobbit: An Unexpected Journey Official Movie Guide has been produced in collaboration with the filmmakers who have ...",0547899300,9780547899305
4LEjf7GgIGIC,wq6wxc2J7zo,THE HOBBIT,J. R. R. TOLKIEN,1966,,292.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=4LEjf7GgIGIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=4LEjf7GgIGIC&q=the+hobbit&dq=the+hobbit&hl=&cd=7&source=gbs_api,,,
uzrcEAAAQBAJ,KHN0lXXc7LM,The Hobbit: A Graphic Novel,J. R. R. Tolkien,2024-02-27,"A graphic novel of the enchanting prequel to The Lord of the Rings, The Hobbit—the classic fantasy that inspired Peter Jackson’s major motion picture trilogy. When Thorin Oakenshield and his band of dwarves embark upon a dangerous quest to reclaim the hoard of gold stolen from them by the evil dragon Smaug, Gandalf the wizard suggests an unlikely accomplice: Bilbo Baggins, an unassuming Hobbit dwelling in peaceful Hobbiton. Along the way, the company faces trolls, goblins, giant spiders, and worse. But as they journey from the wonders of Rivendell to the terrors of Mirkwood and beyond, Bilbo will find that there is more to him than anyone—himself included—ever dreamed. Unexpected qualities of courage and cunning, and a love of adventure, propel Bilbo toward his great destiny . . . a destiny that waits in the dark caverns beneath the Misty Mountains, where a twisted creature known as Gollum jealously guards a precious magic ring. This comprehensive edition collects the three-issue series originally published by Eclipse Comics and thereafter augmented with many pages of additional artwork and improvements. Carefully abridged from Tolkien’s classic novel, and brought thrillingly to life with striking, evocative art by David Wenzel, this graphic novel is a perennial delight to Hobbit fans old and new.",147.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=uzrcEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=uzrcEAAAQBAJ&printsec=frontcover&dq=the+hobbit&hl=&cd=8&source=gbs_api,"Carefully abridged from Tolkien’s classic novel, and brought thrillingly to life with striking, evocative art by David Wenzel, this graphic novel is a perennial delight to Hobbit fans old and new.",0063388472,9780063388475
aTNpF3SrejYC,d//Fn/tdNmQ,"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien,1981,"Bilbo Baggins an unambitious hobbitt, and a company of dwarves meet high adventure with trolls, goblins, elves and giant spiders, in search of dragon guarded gold.",292.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=aTNpF3SrejYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=aTNpF3SrejYC&q=the+hobbit&dq=the+hobbit&hl=&cd=9&source=gbs_api,"Bilbo Baggins an unambitious hobbitt, and a company of dwarves meet high adventure with trolls, goblins, elves and giant spiders, in search of dragon guarded gold.",0048231886,9780048231888
Lry4SK8RmQgC,GmuNMrPXoGI,The Hobbit: Illustrated by Alan Lee,J. R. R. Tolkien,2012-11-08,"First ever illustrated eBook of the classic bestseller featuring more than 60 colour paintings and pencil drawings by the award-winning artist, Alan Lee, Conceptual Designer on Peter Jackson’s THE HOBBIT: AN UNEXPECTED JOURNEY.",402.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=Lry4SK8RmQgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=Lry4SK8RmQgC&printsec=frontcover&dq=the+hobbit&hl=&cd=10&source=gbs_api,"First ever illustrated eBook of the classic bestseller featuring more than 60 colour paintings and pencil drawings by the award-winning artist, Alan Lee, Conceptual Designer on Peter Jackson’s THE HOBBIT: AN UNEXPECTED JOURNEY.",0007487312,9780007487318
s1gVAAAAYAAJ,tmSO7vaZXAQ,Pride and Prejudice,Jane Austen,1918,"Austen’s most celebrated novel tells the story of Elizabeth Bennet, a bright, lively young woman with four sisters, and a mother determined to marry them to wealthy men. At a party near the Bennets’ home in the English countryside, Elizabeth meets the wealthy, proud Fitzwilliam Darcy. Elizabeth initially finds Darcy haughty and intolerable, but circumstances continue to unite the pair. Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",448.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=s1gVAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=s1gVAAAAYAAJ&dq=pride+and+prejudice&hl=&cd=1&source=gbs_api,"Mr. Darcy finds himself captivated by Elizabeth’s wit and candor, while her reservations about his character slowly vanish. The story is as much a social critique as it is a love story, and the prose crackles with Austen’s wry wit.",,
EvqJCGeqKhsC,nuRw1ussAgs,Pride and Prejudice,Jane Austen,1980,The text of Pride and Prejudice is the 1813 first edition text.,388.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=EvqJCGeqKhsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=EvqJCGeqKhsC&q=pride+and+prejudice&dq=pride+and+prejudice&hl=&cd=2&source=gbs_api,The text of Pride and Prejudice is the 1813 first edition text.,0192815032,9780192815033
kQ0mAAAAMAAJ,L/ET/RPAfRU,Pride and Prejudice,Jane Austen,1853,,362.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=kQ0mAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.co.in/books?id=kQ0mAAAAMAAJ&printsec=frontcover&dq=pride+and+prejudice&hl=&cd=3&source=gbs_api,,,
hJFnbfr43bcC,99tBbDX7n84,Pride and Prejudice,Jane Austen,1994-08-15,"Jane Austen's classic story of the five Bennet sisters, all young, all pretty, and all needing husbands.",354.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=hJFnbfr43bcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=hJFnbfr43bcC&dq=pride+and+prejudice&hl=&cd=4&source=gbs_api,"Jane Austen&#39;s classic story of the five Bennet sisters, all young, all pretty, and all needing husbands.",0812523369,9780812523362
ZW77wAEACAAJ,mYuXC/mYodg,Pride and Prejudice 1813,Jane Austen,2014-04-29,"Pride and Prejudice is a novel of manners by Jane Austen, first published in 1813. The story follows the main character Elizabeth Bennet as she deals with issues of manners, upbringing, morality, education, and marriage in the society of the landed gentry of early 19th-century England. Elizabeth is the second of five daughters of a country gentleman living near the fictional town of Meryton in Hertfordshire, near London. Though the story is set at the turn of the 19th century, it retains a fascination for modern readers, continuing near the top of lists of ""most loved books"" such as The Big Read. It has become one of the most popular novels in English literature and receives considerable attention from literary scholars. Modern interest in the book has resulted in a number of dramatic adaptations and an abundance of novels and stories imitating Austen's memorable characters or themes. To date, the book has sold some 20 million copies worldwide. As Anna Quindlen wrote, Pride and Prejudice is also about that thing that all great novels consider, the search for self. And it is the first great novel that teaches us this search is as surely undertaken in the drawing room making small talk as in the pursuit of a great white whale or the public punishment of adultery.",408.0,BOOK,NOT_MATURE,http://books.google.com/books/content?id=ZW77wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.co.in/books?id=ZW77wAEACAAJ&dq=pride+and+prejudice&hl=&cd=5&source=gbs_api,"Modern interest in the book has resulted in a number of dramatic adaptations and an abundance of novels and stories imitating Austen&#39;s memorable characters or themes. To date, the book has sold some 20 million copies worldwide.",1499302827,9781499302820
